DanTDM,20709632,13956598669
PopularMMOs,15845252,12274138789
Markiplier,22448763,10381899760
jacksepticeye,20857534,10345236211
VanossGaming,23928032,10203419287
VEGETTA777,24876181,9734239805
FGTeeV,9121321,9220241228
IGN,11185443,8374466471
JuegaGerman,30746262,8277776002
Fernanfloo,30656254,7244323735
